Municipios;Tipo de vivienda;Total
10009  Alcollarín;2 Total viviendas familiares;329
10009  Alcollarín;2.1 Total viviendas principales;110
42006  Alconaba;2 Total viviendas familiares;141
42006  Alconaba;2.1 Total viviendas principales;83
37012  Alconada;2 Total viviendas familiares;125
37012  Alconada;2.1 Total viviendas principales;66
40005  Alconada de Maderuelo;2 Total viviendas familiares;82
40005  Alconada de Maderuelo;2.1 Total viviendas principales;15
06007  Alconchel;2 Total viviendas familiares;1.151
06007  Alconchel;2.1 Total viviendas principales;712
50015  Alconchel de Ariza;2 Total viviendas familiares;212
50015  Alconchel de Ariza;2.1 Total viviendas principales;43
16012  Alconchel de la Estrella;2 Total viviendas familiares;176
16012  Alconchel de la Estrella;2.1 Total viviendas principales;60
06008  Alconera;2 Total viviendas familiares;404
06008  Alconera;2.1 Total viviendas principales;313
04008  Alcóntar;2 Total viviendas familiares;373
04008  Alcóntar;2.1 Total viviendas principales;231
12005  Alcora, l';2 Total viviendas familiares;6.291
12005  Alcora, l';2.1 Total viviendas principales;4.143
28007  Alcorcón;2 Total viviendas familiares;70.857
28007  Alcorcón;2.1 Total viviendas principales;66.066
44014  Alcorisa;2 Total viviendas familiares;2.163
44014  Alcorisa;2.1 Total viviendas principales;1.258
19013  Alcoroches;2 Total viviendas familiares;265
19013  Alcoroches;2.1 Total viviendas principales;61
43005  Alcover;2 Total viviendas familiares;2.479
43005  Alcover;2.1 Total viviendas principales;1.988
03009  Alcoy/Alcoi;2 Total viviendas familiares;34.866
03009  Alcoy/Alcoi;2.1 Total viviendas principales;25.101
22018  Alcubierre;2 Total viviendas familiares;303
22018  Alcubierre;2.1 Total viviendas principales;180
42007  Alcubilla de Avellaneda;2 Total viviendas familiares;282
42007  Alcubilla de Avellaneda;2.1 Total viviendas principales;74
42008  Alcubilla de las Peñas;2 Total viviendas familiares;207
42008  Alcubilla de las Peñas;2.1 Total viviendas principales;34
49004  Alcubilla de Nogales;2 Total viviendas familiares;166
49004  Alcubilla de Nogales;2.1 Total viviendas principales;72
13008  Alcubillas;2 Total viviendas familiares;445
13008  Alcubillas;2.1 Total viviendas principales;230
46018  Alcublas;2 Total viviendas familiares;952
46018  Alcublas;2.1 Total viviendas principales;331
07003  Alcúdia;2 Total viviendas familiares;11.637
07003  Alcúdia;2.1 Total viviendas principales;7.120
46020  Alcúdia de Crespins, l';2 Total viviendas familiares;2.638
46020  Alcúdia de Crespins, l';2.1 Total viviendas principales;2.039
04009  Alcudia de Monteagud;2 Total viviendas familiares;238
04009  Alcudia de Monteagud;2.1 Total viviendas principales;73
12006  Alcudia de Veo;2 Total viviendas familiares;273
12006  Alcudia de Veo;2.1 Total viviendas principales;101
46019  Alcúdia, l';2 Total viviendas familiares;5.476
46019  Alcúdia, l';2.1 Total viviendas principales;4.343
10010  Alcuéscar;2 Total viviendas familiares;1.814
10010  Alcuéscar;2.1 Total viviendas principales;1.131
46021  Aldaia;2 Total viviendas familiares;14.692
46021  Aldaia;2.1 Total viviendas principales;12.098
47006  Aldea de San Miguel;2 Total viviendas familiares;132
47006  Aldea de San Miguel;2.1 Total viviendas principales;100
35020  Aldea de San Nicolás, La;2 Total viviendas familiares;3.701
35020  Aldea de San Nicolás, La;2.1 Total viviendas principales;2.997
10012  Aldea del Cano;2 Total viviendas familiares;584
10012  Aldea del Cano;2.1 Total viviendas principales;294
28008  Aldea del Fresno;2 Total viviendas familiares;1.989
28008  Aldea del Fresno;2.1 Total viviendas principales;975
37015  Aldea del Obispo;2 Total viviendas familiares;303
37015  Aldea del Obispo;2.1 Total viviendas principales;159
10013  Aldea del Obispo, La;2 Total viviendas familiares;498
10013  Aldea del Obispo, La;2.1 Total viviendas principales;146
13009  Aldea del Rey;2 Total viviendas familiares;1.558
13009  Aldea del Rey;2.1 Total viviendas principales;830
45008  Aldea en Cabo;2 Total viviendas familiares;257
45008  Aldea en Cabo;2.1 Total viviendas principales;89
40012  Aldea Real;2 Total viviendas familiares;326
40012  Aldea Real;2.1 Total viviendas principales;133
43904  Aldea, L';2 Total viviendas familiares;1.893
43904  Aldea, L';2.1 Total viviendas principales;1.631
10011  Aldeacentenera;2 Total viviendas familiares;674
10011  Aldeacentenera;2.1 Total viviendas principales;300
37013  Aldeacipreste;2 Total viviendas familiares;145
37013  Aldeacipreste;2.1 Total viviendas principales;49
37014  Aldeadávila de la Ribera;2 Total viviendas familiares;1.000
37014  Aldeadávila de la Ribera;2.1 Total viviendas principales;611
42009  Aldealafuente;2 Total viviendas familiares;86
42009  Aldealafuente;2.1 Total viviendas principales;47
40006  Aldealcorvo;2 Total viviendas familiares;83
40006  Aldealcorvo;2.1 Total viviendas principales;10
37016  Aldealengua;2 Total viviendas familiares;463
37016  Aldealengua;2.1 Total viviendas principales;285
40007  Aldealengua de Pedraza;2 Total viviendas familiares;185
40007  Aldealengua de Pedraza;2.1 Total viviendas principales;44
40008  Aldealengua de Santa María;2 Total viviendas familiares;109
40008  Aldealengua de Santa María;2.1 Total viviendas principales;30
42010  Aldealices;2 Total viviendas familiares;34
42010  Aldealices;2.1 Total viviendas principales;10
42011  Aldealpozo;2 Total viviendas familiares;29
42011  Aldealpozo;2.1 Total viviendas principales;10
42012  Aldealseñor;2 Total viviendas familiares;73
42012  Aldealseñor;2.1 Total viviendas principales;30
47007  Aldeamayor de San Martín;2 Total viviendas familiares;2.908
47007  Aldeamayor de San Martín;2.1 Total viviendas principales;1.835
45009  Aldeanueva de Barbarroya;2 Total viviendas familiares;914
45009  Aldeanueva de Barbarroya;2.1 Total viviendas principales;318
26008  Aldeanueva de Ebro;2 Total viviendas familiares;1.376
26008  Aldeanueva de Ebro;2.1 Total viviendas principales;1.031
37017  Aldeanueva de Figueroa;2 Total viviendas familiares;277
37017  Aldeanueva de Figueroa;2.1 Total viviendas principales;132
19015  Aldeanueva de Guadalajara;2 Total viviendas familiares;197
19015  Aldeanueva de Guadalajara;2.1 Total viviendas principales;51
40009  Aldeanueva de la Serrezuela;2 Total viviendas familiares;176
40009  Aldeanueva de la Serrezuela;2.1 Total viviendas principales;25
37018  Aldeanueva de la Sierra;2 Total viviendas familiares;111
37018  Aldeanueva de la Sierra;2.1 Total viviendas principales;58
10014  Aldeanueva de la Vera;2 Total viviendas familiares;2.260
10014  Aldeanueva de la Vera;2.1 Total viviendas principales;912
45010  Aldeanueva de San Bartolomé;2 Total viviendas familiares;556
45010  Aldeanueva de San Bartolomé;2.1 Total viviendas principales;271
05007  Aldeanueva de Santa Cruz;2 Total viviendas familiares;153
05007  Aldeanueva de Santa Cruz;2.1 Total viviendas principales;57
10015  Aldeanueva del Camino;2 Total viviendas familiares;744
10015  Aldeanueva del Camino;2.1 Total viviendas principales;344
40010  Aldeanueva del Codonal;2 Total viviendas familiares;168
40010  Aldeanueva del Codonal;2.1 Total viviendas principales;69
23004  Aldeaquemada;2 Total viviendas familiares;507
23004  Aldeaquemada;2.1 Total viviendas principales;230
37019  Aldearrodrigo;2 Total viviendas familiares;128
37019  Aldearrodrigo;2.1 Total viviendas principales;69
37020  Aldearrubia;2 Total viviendas familiares;456
37020  Aldearrubia;2.1 Total viviendas principales;221
05008  Aldeaseca;2 Total viviendas familiares;153
05008  Aldeaseca;2.1 Total viviendas principales;101
37021  Aldeaseca de Alba;2 Total viviendas familiares;93
37021  Aldeaseca de Alba;2.1 Total viviendas principales;38
37022  Aldeaseca de la Frontera;2 Total viviendas familiares;216
37022  Aldeaseca de la Frontera;2.1 Total viviendas principales;124
40013  Aldeasoña;2 Total viviendas familiares;94
40013  Aldeasoña;2.1 Total viviendas principales;37
37023  Aldeatejada;2 Total viviendas familiares;982
37023  Aldeatejada;2.1 Total viviendas principales;603
37024  Aldeavieja de Tormes;2 Total viviendas familiares;122
37024  Aldeavieja de Tormes;2.1 Total viviendas principales;49
40014  Aldehorno;2 Total viviendas familiares;145
40014  Aldehorno;2.1 Total viviendas principales;39
10016  Aldehuela de Jerte;2 Total viviendas familiares;223
10016  Aldehuela de Jerte;2.1 Total viviendas principales;145
37025  Aldehuela de la Bóveda;2 Total viviendas familiares;191
37025  Aldehuela de la Bóveda;2.1 Total viviendas principales;119
50016  Aldehuela de Liestos;2 Total viviendas familiares;90
50016  Aldehuela de Liestos;2.1 Total viviendas principales;36
42013  Aldehuela de Periáñez;2 Total viviendas familiares;38
42013  Aldehuela de Periáñez;2.1 Total viviendas principales;16
37026  Aldehuela de Yeltes;2 Total viviendas familiares;241
37026  Aldehuela de Yeltes;2.1 Total viviendas principales;106
40015  Aldehuela del Codonal;2 Total viviendas familiares;123
40015  Aldehuela del Codonal;2.1 Total viviendas principales;20
05010  Aldehuela, La;2 Total viviendas familiares;249
05010  Aldehuela, La;2.1 Total viviendas principales;86
42014  Aldehuelas, Las;2 Total viviendas familiares;114
42014  Aldehuelas, Las;2.1 Total viviendas principales;28
18010  Aldeire;2 Total viviendas familiares;743
18010  Aldeire;2.1 Total viviendas principales;278
40016  Aldeonte;2 Total viviendas familiares;66
40016  Aldeonte;2.1 Total viviendas principales;30
43006  Aldover;2 Total viviendas familiares;529
43006  Aldover;2.1 Total viviendas principales;342
30006  Aledo;2 Total viviendas familiares;735
30006  Aledo;2.1 Total viviendas principales;396
20005  Alegia;2 Total viviendas familiares;832
20005  Alegia;2.1 Total viviendas principales;687
01001  Alegría-Dulantzi;2 Total viviendas familiares;1.249
01001  Alegría-Dulantzi;2.1 Total viviendas principales;1.082
43007  Aleixar, L';2 Total viviendas familiares;637
43007  Aleixar, L';2.1 Total viviendas principales;352
08003  Alella;2 Total viviendas familiares;3.872
08003  Alella;2.1 Total viviendas principales;3.324
42015  Alentisque;2 Total viviendas familiares;63
42015  Alentisque;2.1 Total viviendas principales;16
22019  Alerre;2 Total viviendas familiares;103
22019  Alerre;2.1 Total viviendas principales;85
26009  Alesanco;2 Total viviendas familiares;627
26009  Alesanco;2.1 Total viviendas principales;252
26010  Alesón;2 Total viviendas familiares;92
26010  Alesón;2.1 Total viviendas principales;59
18011  Alfacar;2 Total viviendas familiares;3.037
18011  Alfacar;2.1 Total viviendas principales;2.001
46022  Alfafar;2 Total viviendas familiares;9.727
46022  Alfafar;2.1 Total viviendas principales;8.115
03010  Alfafara;2 Total viviendas familiares;355
03010  Alfafara;2.1 Total viviendas principales;162
50017  Alfajarín;2 Total viviendas familiares;1.243
50017  Alfajarín;2.1 Total viviendas principales;831
44016  Alfambra;2 Total viviendas familiares;540
44016  Alfambra;2.1 Total viviendas principales;254
50018  Alfamén;2 Total viviendas familiares;694
50018  Alfamén;2.1 Total viviendas principales;543
22020  Alfántega;2 Total viviendas familiares;120
22020  Alfántega;2.1 Total viviendas principales;63
43008  Alfara de Carles;2 Total viviendas familiares;234
43008  Alfara de Carles;2.1 Total viviendas principales;161
46024  Alfara de la Baronia;2 Total viviendas familiares;397
46024  Alfara de la Baronia;2.1 Total viviendas principales;238
46025  Alfara del Patriarca;2 Total viviendas familiares;2.058
46025  Alfara del Patriarca;2.1 Total viviendas principales;1.250
49005  Alfaraz de Sayago;2 Total viviendas familiares;165
49005  Alfaraz de Sayago;2.1 Total viviendas principales;95
29003  Alfarnate;2 Total viviendas familiares;752
29003  Alfarnate;2.1 Total viviendas principales;546
29004  Alfarnatejo;2 Total viviendas familiares;295
29004  Alfarnatejo;2.1 Total viviendas principales;240
26011  Alfaro;2 Total viviendas familiares;5.491
26011  Alfaro;2.1 Total viviendas principales;3.850
46026  Alfarp;2 Total viviendas familiares;1.063
46026  Alfarp;2.1 Total viviendas principales;602
25013  Alfarràs;2 Total viviendas familiares;1.439
25013  Alfarràs;2.1 Total viviendas principales;1.205
46027  Alfarrasí;2 Total viviendas familiares;663
46027  Alfarrasí;2.1 Total viviendas principales;484
03011  Alfàs del Pi, l';2 Total viviendas familiares;12.406
03011  Alfàs del Pi, l';2.1 Total viviendas principales;8.530
46023  Alfauir;2 Total viviendas familiares;246
46023  Alfauir;2.1 Total viviendas principales;162
25014  Alfés;2 Total viviendas familiares;196
25014  Alfés;2.1 Total viviendas principales;124
12007  Alfondeguilla;2 Total viviendas familiares;539
12007  Alfondeguilla;2.1 Total viviendas principales;365
43009  Alforja;2 Total viviendas familiares;1.151
43009  Alforja;2.1 Total viviendas principales;707
50019  Alforque;2 Total viviendas familiares;124
50019  Alforque;2.1 Total viviendas principales;44
27002  Alfoz;2 Total viviendas familiares;1.135
27002  Alfoz;2.1 Total viviendas principales;686
09011  Alfoz de Bricia;2 Total viviendas familiares;459
09011  Alfoz de Bricia;2.1 Total viviendas principales;35
39001  Alfoz de Lloredo;2 Total viviendas familiares;1.962
39001  Alfoz de Lloredo;2.1 Total viviendas principales;980
09907  Alfoz de Quintanadueñas;2 Total viviendas familiares;981
09907  Alfoz de Quintanadueñas;2.1 Total viviendas principales;714
09012  Alfoz de Santa Gadea;2 Total viviendas familiares;151
09012  Alfoz de Santa Gadea;2.1 Total viviendas principales;48
41007  Algaba, La;2 Total viviendas familiares;6.485
41007  Algaba, La;2.1 Total viviendas principales;5.505
24002  Algadefe;2 Total viviendas familiares;279
24002  Algadefe;2.1 Total viviendas principales;121
07004  Algaida;2 Total viviendas familiares;2.827
07004  Algaida;2.1 Total viviendas principales;1.993
41008  Algámitas;2 Total viviendas familiares;766
41008  Algámitas;2.1 Total viviendas principales;530
11003  Algar;2 Total viviendas familiares;732
11003  Algar;2.1 Total viviendas principales;557
19016  Algar de Mesa;2 Total viviendas familiares;87
19016  Algar de Mesa;2.1 Total viviendas principales;28
46028  Algar de Palancia;2 Total viviendas familiares;504
46028  Algar de Palancia;2.1 Total viviendas principales;233
18012  Algarinejo;2 Total viviendas familiares;1.855
18012  Algarinejo;2.1 Total viviendas principales;1.396
16013  Algarra;2 Total viviendas familiares;77
16013  Algarra;2.1 Total viviendas principales;12
29005  Algarrobo;2 Total viviendas familiares;5.367
29005  Algarrobo;2.1 Total viviendas principales;2.528
29006  Algatocín;2 Total viviendas familiares;624
29006  Algatocín;2.1 Total viviendas principales;365
11004  Algeciras;2 Total viviendas familiares;54.078
11004  Algeciras;2.1 Total viviendas principales;42.692
46029  Algemesí;2 Total viviendas familiares;14.088
46029  Algemesí;2.1 Total viviendas principales;10.848
25015  Algerri;2 Total viviendas familiares;285
25015  Algerri;2.1 Total viviendas principales;175
28009  Algete;2 Total viviendas familiares;7.951
28009  Algete;2.1 Total viviendas principales;6.570
46030  Algimia de Alfara;2 Total viviendas familiares;801
46030  Algimia de Alfara;2.1 Total viviendas principales;424
12008  Algimia de Almonacid;2 Total viviendas familiares;513
12008  Algimia de Almonacid;2.1 Total viviendas principales;146
46031  Alginet;2 Total viviendas familiares;7.591
46031  Alginet;2.1 Total viviendas principales;5.436
11005  Algodonales;2 Total viviendas familiares;3.360
11005  Algodonales;2.1 Total viviendas principales;2.250
49006  Algodre;2 Total viviendas familiares;130
49006  Algodre;2.1 Total viviendas principales;75
19017  Algora;2 Total viviendas familiares;102
